filepath,label
../Dataset_Of_animal_Images/Dog/train/images/Dog (1049).jpg,3
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (624).jpg,7
../Dataset_Of_animal_Images/Hen/train/images/HEN (1815).jpg,5
../Dataset_Of_animal_Images/Goat/train/images/Goat (170).jpg,4
../Dataset_Of_animal_Images/Dog/train/images/Dog (580).jpg,3
../Dataset_Of_animal_Images/Dog/train/images/Dog (1418).jpg,3
../Dataset_Of_animal_Images/Dog/train/images/Dog (904).jpg,3
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (755).jpg,6
../Dataset_Of_animal_Images/Deer/train/images/Deer (389).jpg,2
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (503).jpg,6
../Dataset_Of_animal_Images/Deer/train/images/Deer (1991).jpg,2
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1482).jpg,6
../Dataset_Of_animal_Images/Cow/train/images/Cow (424).jpg,1
../Dataset_Of_animal_Images/Deer/train/images/Deer (312).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (1620).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (752).jpg,2
../Dataset_Of_animal_Images/Goat/train/images/Goat (308).jpg,4
../Dataset_Of_animal_Images/Goat/train/images/Goat (585).jpg,4
../Dataset_Of_animal_Images/Dog/train/images/Dog (2239).jpg,3
../Dataset_Of_animal_Images/Hen/train/images/HEN (1185).jpg,5
../Dataset_Of_animal_Images/Dog/train/images/Dog (2109).jpg,3
../Dataset_Of_animal_Images/Goat/train/images/Goat (886).jpg,4
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1273).jpg,6
../Dataset_Of_animal_Images/Cat/train/images/Cat (555).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (2160).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (2445).jpg,0
../Dataset_Of_animal_Images/Dog/train/images/Dog (725).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (2504).jpg,0
../Dataset_Of_animal_Images/Dog/train/images/Dog (732).jpg,3
../Dataset_Of_animal_Images/Goat/train/images/Goat (575).jpg,4
../Dataset_Of_animal_Images/Cat/train/images/Cat (1817).jpg,0
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (408).jpg,6
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (2088).jpg,6
../Dataset_Of_animal_Images/Hen/train/images/HEN (101).jpg,5
../Dataset_Of_animal_Images/Dog/train/images/Dog (1948).jpg,3
../Dataset_Of_animal_Images/Dog/train/images/Dog (668).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (694).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (2495).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (2761).jpg,0
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (533).jpg,6
../Dataset_Of_animal_Images/Cat/train/images/Cat (871).jpg,0
../Dataset_Of_animal_Images/Dog/train/images/Dog (825).jpg,3
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (885).jpg,6
../Dataset_Of_animal_Images/Dog/train/images/Dog (2137).jpg,3
../Dataset_Of_animal_Images/Goat/train/images/Goat (155).jpg,4
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (745).jpg,6
../Dataset_Of_animal_Images/Cow/train/images/Cow (588).jpg,1
../Dataset_Of_animal_Images/Deer/train/images/Deer (62).jpg,2
../Dataset_Of_animal_Images/Cow/train/images/Cow (386).jpg,1
../Dataset_Of_animal_Images/Deer/train/images/Deer (1499).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (305).jpg,5
../Dataset_Of_animal_Images/Dog/train/images/Dog (940).jpg,3
../Dataset_Of_animal_Images/Hen/train/images/HEN (1618).jpg,5
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1393).jpg,6
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (1152).jpg,7
../Dataset_Of_animal_Images/Cat/train/images/Cat (2469).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (3469).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (751).jpg,5
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (979).jpg,7
../Dataset_Of_animal_Images/Cat/train/images/Cat (975).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (2375).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (2226).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (13).jpg,5
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (1393).jpg,7
../Dataset_Of_animal_Images/Cat/train/images/Cat (2784).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (1196).jpg,0
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (307).jpg,7
../Dataset_Of_animal_Images/Dog/train/images/Dog (320).jpg,3
../Dataset_Of_animal_Images/Goat/train/images/Goat (649).jpg,4
../Dataset_Of_animal_Images/Hen/train/images/HEN (529).jpg,5
../Dataset_Of_animal_Images/Cat/train/images/Cat (381).jpg,0
../Dataset_Of_animal_Images/Dog/train/images/Dog (2072).jpg,3
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (783).jpg,7
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (1308).jpg,7
../Dataset_Of_animal_Images/Cat/train/images/Cat (1666).jpg,0
../Dataset_Of_animal_Images/Hen/train/images/HEN (913).jpg,5
../Dataset_Of_animal_Images/Deer/train/images/Deer (3556).jpg,2
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (1101).jpg,7
../Dataset_Of_animal_Images/Dog/train/images/Dog (1685).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (1762).jpg,0
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (858).jpg,6
../Dataset_Of_animal_Images/Dog/train/images/Dog (1549).jpg,3
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (2123).jpg,6
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (540).jpg,7
../Dataset_Of_animal_Images/Dog/train/images/Dog (124).jpg,3
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (2160).jpg,6
../Dataset_Of_animal_Images/Cat/train/images/Cat (2391).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (3129).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (489).jpg,3
../Dataset_Of_animal_Images/Goat/train/images/Goat (227).jpg,4
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (827).jpg,6
../Dataset_Of_animal_Images/Goat/train/images/Goat (205).jpg,4
../Dataset_Of_animal_Images/Deer/train/images/Deer (856).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (296).jpg,5
../Dataset_Of_animal_Images/Deer/train/images/Deer (1026).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (51).jpg,0
../Dataset_Of_animal_Images/Dog/train/images/Dog (1317).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (3763).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (1708).jpg,5
../Dataset_Of_animal_Images/Goat/train/images/Goat (527).jpg,4
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (321).jpg,6
../Dataset_Of_animal_Images/Deer/train/images/Deer (1118).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (1258).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (2451).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (27).jpg,0
../Dataset_Of_animal_Images/Dog/train/images/Dog (250).jpg,3
../Dataset_Of_animal_Images/Dog/train/images/Dog (2085).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (2200).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (2668).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (553).jpg,5
../Dataset_Of_animal_Images/Dog/train/images/Dog (1514).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (193).jpg,0
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1346).jpg,6
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (104).jpg,7
../Dataset_Of_animal_Images/Hen/train/images/HEN (160).jpg,5
../Dataset_Of_animal_Images/Hen/train/images/HEN (1269).jpg,5
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (2038).jpg,6
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1129).jpg,6
../Dataset_Of_animal_Images/Dog/train/images/Dog (845).jpg,3
../Dataset_Of_animal_Images/Dog/train/images/Dog (1755).jpg,3
../Dataset_Of_animal_Images/Hen/train/images/HEN (1805).jpg,5
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (128).jpg,6
../Dataset_Of_animal_Images/Deer/train/images/Deer (3199).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (304).jpg,3
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1279).jpg,6
../Dataset_Of_animal_Images/Hen/train/images/HEN (598).jpg,5
../Dataset_Of_animal_Images/Deer/train/images/Deer (1846).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (2986).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (1816).jpg,5
../Dataset_Of_animal_Images/Cat/train/images/Cat (2087).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (992).jpg,0
../Dataset_Of_animal_Images/Cow/train/images/Cow (417).jpg,1
../Dataset_Of_animal_Images/Deer/train/images/Deer (663).jpg,2
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (717).jpg,7
../Dataset_Of_animal_Images/Cat/train/images/Cat (673).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (1580).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (2696).jpg,2
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1703).jpg,6
../Dataset_Of_animal_Images/Deer/train/images/Deer (2275).jpg,2
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (101).jpg,7
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (583).jpg,7
../Dataset_Of_animal_Images/Cat/train/images/Cat (272).jpg,0
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (1225).jpg,7
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (133).jpg,6
../Dataset_Of_animal_Images/Cat/train/images/Cat (1126).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (2753).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (2042).jpg,0
../Dataset_Of_animal_Images/Dog/train/images/Dog (226).jpg,3
../Dataset_Of_animal_Images/Dog/train/images/Dog (301).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (3690).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (1755).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (3525).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (799).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (1807).jpg,0
../Dataset_Of_animal_Images/Hen/train/images/HEN (1013).jpg,5
../Dataset_Of_animal_Images/Deer/train/images/Deer (593).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (303).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (2396).jpg,0
../Dataset_Of_animal_Images/Hen/train/images/HEN (194).jpg,5
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (845).jpg,6
../Dataset_Of_animal_Images/Cow/train/images/Cow (666).jpg,1
../Dataset_Of_animal_Images/Deer/train/images/Deer (2065).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (1976).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (91).jpg,2
../Dataset_Of_animal_Images/Cow/train/images/Cow (360).jpg,1
../Dataset_Of_animal_Images/Cat/train/images/Cat (2015).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (3588).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (782).jpg,5
../Dataset_Of_animal_Images/Cat/train/images/Cat (1345).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (476).jpg,2
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (683).jpg,7
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1097).jpg,6
../Dataset_Of_animal_Images/Cat/train/images/Cat (2485).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (1617).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (216).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (6).jpg,0
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1091).jpg,6
../Dataset_Of_animal_Images/Deer/train/images/Deer (1083).jpg,2
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (625).jpg,7
../Dataset_Of_animal_Images/Cow/train/images/Cow (297).jpg,1
../Dataset_Of_animal_Images/Goat/train/images/Goat (813).jpg,4
../Dataset_Of_animal_Images/Dog/train/images/Dog (58).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (966).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (3711).jpg,2
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (35).jpg,6
../Dataset_Of_animal_Images/Cow/train/images/Cow (743).jpg,1
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (391).jpg,6
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (845).jpg,7
../Dataset_Of_animal_Images/Cat/train/images/Cat (1143).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (2171).jpg,0
../Dataset_Of_animal_Images/Hen/train/images/HEN (1139).jpg,5
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (108).jpg,7
../Dataset_Of_animal_Images/Deer/train/images/Deer (1233).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (977).jpg,3
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (159).jpg,7
../Dataset_Of_animal_Images/Deer/train/images/Deer (1518).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (1223).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (3347).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (1897).jpg,5
../Dataset_Of_animal_Images/Cow/train/images/Cow (871).jpg,1
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (211).jpg,7
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1409).jpg,6
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (2032).jpg,6
../Dataset_Of_animal_Images/Dog/train/images/Dog (1545).jpg,3
../Dataset_Of_animal_Images/Goat/train/images/Goat (696).jpg,4
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (811).jpg,7
../Dataset_Of_animal_Images/Goat/train/images/Goat (183).jpg,4
../Dataset_Of_animal_Images/Cow/train/images/Cow (450).jpg,1
../Dataset_Of_animal_Images/Dog/train/images/Dog (364).jpg,3
../Dataset_Of_animal_Images/Dog/train/images/Dog (961).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (3301).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (1588).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (772).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (1136).jpg,2
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1353).jpg,6
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (170).jpg,6
../Dataset_Of_animal_Images/Goat/train/images/Goat (731).jpg,4
../Dataset_Of_animal_Images/Goat/train/images/Goat (520).jpg,4
../Dataset_Of_animal_Images/Dog/train/images/Dog (963).jpg,3
../Dataset_Of_animal_Images/Dog/train/images/Dog (259).jpg,3
../Dataset_Of_animal_Images/Goat/train/images/Goat (959).jpg,4
../Dataset_Of_animal_Images/Deer/train/images/Deer (3025).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (1726).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (1604).jpg,2
../Dataset_Of_animal_Images/Cow/train/images/Cow (533).jpg,1
../Dataset_Of_animal_Images/Dog/train/images/Dog (1201).jpg,3
../Dataset_Of_animal_Images/Dog/train/images/Dog (628).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (2039).jpg,0
../Dataset_Of_animal_Images/Cow/train/images/Cow (380).jpg,1
../Dataset_Of_animal_Images/Deer/train/images/Deer (2491).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (490).jpg,3
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1527).jpg,6
../Dataset_Of_animal_Images/Deer/train/images/Deer (1163).jpg,2
../Dataset_Of_animal_Images/Cow/train/images/Cow (429).jpg,1
../Dataset_Of_animal_Images/Hen/train/images/HEN (708).jpg,5
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (3).jpg,7
../Dataset_Of_animal_Images/Cat/train/images/Cat (1792).jpg,0
../Dataset_Of_animal_Images/Dog/train/images/Dog (585).jpg,3
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (2125).jpg,6
../Dataset_Of_animal_Images/Goat/train/images/Goat (182).jpg,4
../Dataset_Of_animal_Images/Hen/train/images/HEN (1348).jpg,5
../Dataset_Of_animal_Images/Goat/train/images/Goat (768).jpg,4
../Dataset_Of_animal_Images/Goat/train/images/Goat (389).jpg,4
../Dataset_Of_animal_Images/Hen/train/images/HEN (1693).jpg,5
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (1326).jpg,7
../Dataset_Of_animal_Images/Goat/train/images/Goat (134).jpg,4
../Dataset_Of_animal_Images/Deer/train/images/Deer (2949).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (275).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (222).jpg,0
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (201).jpg,6
../Dataset_Of_animal_Images/Cow/train/images/Cow (401).jpg,1
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (2205).jpg,6
../Dataset_Of_animal_Images/Cat/train/images/Cat (2547).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (2736).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (670).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (475).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (2035).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (2946).jpg,2
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (43).jpg,6
../Dataset_Of_animal_Images/Cow/train/images/Cow (338).jpg,1
../Dataset_Of_animal_Images/Deer/train/images/Deer (3496).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (356).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (2553).jpg,0
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (1096).jpg,7
../Dataset_Of_animal_Images/Cat/train/images/Cat (2427).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (2438).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (2502).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (971).jpg,5
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (221).jpg,6
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (143).jpg,6
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (226).jpg,6
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1450).jpg,6
../Dataset_Of_animal_Images/Deer/train/images/Deer (3276).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (319).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (79).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (471).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (3103).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (1939).jpg,0
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (146).jpg,7
../Dataset_Of_animal_Images/Deer/train/images/Deer (533).jpg,2
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (126).jpg,7
../Dataset_Of_animal_Images/Cat/train/images/Cat (691).jpg,0
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (643).jpg,6
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1634).jpg,6
../Dataset_Of_animal_Images/Dog/train/images/Dog (1975).jpg,3
../Dataset_Of_animal_Images/Hen/train/images/HEN (798).jpg,5
../Dataset_Of_animal_Images/Dog/train/images/Dog (853).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (29).jpg,0
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (296).jpg,7
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (120).jpg,6
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (1109).jpg,7
../Dataset_Of_animal_Images/Cow/train/images/Cow (103).jpg,1
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (653).jpg,6
../Dataset_Of_animal_Images/Deer/train/images/Deer (120).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (4).jpg,5
../Dataset_Of_animal_Images/Deer/train/images/Deer (361).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (2371).jpg,0
../Dataset_Of_animal_Images/Dog/train/images/Dog (318).jpg,3
../Dataset_Of_animal_Images/Dog/train/images/Dog (1583).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (1958).jpg,0
../Dataset_Of_animal_Images/Hen/train/images/HEN (1152).jpg,5
../Dataset_Of_animal_Images/Dog/train/images/Dog (2167).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (1684).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (751).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (3454).jpg,2
../Dataset_Of_animal_Images/Cow/train/images/Cow (301).jpg,1
../Dataset_Of_animal_Images/Hen/train/images/HEN (1327).jpg,5
../Dataset_Of_animal_Images/Dog/train/images/Dog (1025).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (1859).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (3571).jpg,2
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (1343).jpg,7
../Dataset_Of_animal_Images/Deer/train/images/Deer (3083).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (411).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (52).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (2365).jpg,3
../Dataset_Of_animal_Images/Cow/train/images/Cow (746).jpg,1
../Dataset_Of_animal_Images/Cat/train/images/Cat (1387).jpg,0
../Dataset_Of_animal_Images/Dog/train/images/Dog (1844).jpg,3
../Dataset_Of_animal_Images/Dog/train/images/Dog (1641).jpg,3
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (119).jpg,6
../Dataset_Of_animal_Images/Cat/train/images/Cat (2682).jpg,0
../Dataset_Of_animal_Images/Cow/train/images/Cow (510).jpg,1
../Dataset_Of_animal_Images/Deer/train/images/Deer (1712).jpg,2
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (324).jpg,7
../Dataset_Of_animal_Images/Dog/train/images/Dog (1616).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (3179).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (1240).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (257).jpg,3
../Dataset_Of_animal_Images/Hen/train/images/HEN (1045).jpg,5
../Dataset_Of_animal_Images/Goat/train/images/Goat (317).jpg,4
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (1392).jpg,7
../Dataset_Of_animal_Images/Dog/train/images/Dog (948).jpg,3
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (982).jpg,7
../Dataset_Of_animal_Images/Deer/train/images/Deer (1197).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (2331).jpg,2
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (135).jpg,6
../Dataset_Of_animal_Images/Dog/train/images/Dog (194).jpg,3
../Dataset_Of_animal_Images/Goat/train/images/Goat (786).jpg,4
../Dataset_Of_animal_Images/Deer/train/images/Deer (2118).jpg,2
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (792).jpg,7
../Dataset_Of_animal_Images/Dog/train/images/Dog (477).jpg,3
../Dataset_Of_animal_Images/Cow/train/images/Cow (453).jpg,1
../Dataset_Of_animal_Images/Deer/train/images/Deer (568).jpg,2
../Dataset_Of_animal_Images/Deer/train/images/Deer (497).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (289).jpg,5
../Dataset_Of_animal_Images/Hen/train/images/HEN (267).jpg,5
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (184).jpg,6
../Dataset_Of_animal_Images/Dog/train/images/Dog (1879).jpg,3
../Dataset_Of_animal_Images/Dog/train/images/Dog (2293).jpg,3
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1530).jpg,6
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1823).jpg,6
../Dataset_Of_animal_Images/Dog/train/images/Dog (44).jpg,3
../Dataset_Of_animal_Images/Hen/train/images/HEN (53).jpg,5
../Dataset_Of_animal_Images/Hen/train/images/HEN (690).jpg,5
../Dataset_Of_animal_Images/Deer/train/images/Deer (3623).jpg,2
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (52).jpg,7
../Dataset_Of_animal_Images/Deer/train/images/Deer (2385).jpg,2
../Dataset_Of_animal_Images/Cat/train/images/Cat (2829).jpg,0
../Dataset_Of_animal_Images/Deer/train/images/Deer (168).jpg,2
../Dataset_Of_animal_Images/Dog/train/images/Dog (1187).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (1571).jpg,0
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (1542).jpg,6
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (29).jpg,7
../Dataset_Of_animal_Images/Hen/train/images/HEN (1829).jpg,5
../Dataset_Of_animal_Images/Cow/train/images/Cow (761).jpg,1
../Dataset_Of_animal_Images/Deer/train/images/Deer (3581).jpg,2
../Dataset_Of_animal_Images/Rabbit/train/images/Rabbit (412).jpg,6
../Dataset_Of_animal_Images/Cat/train/images/Cat (2177).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (2003).jpg,0
../Dataset_Of_animal_Images/Cat/train/images/Cat (527).jpg,0
../Dataset_Of_animal_Images/Hen/train/images/HEN (1492).jpg,5
../Dataset_Of_animal_Images/Cat/train/images/Cat (1872).jpg,0
../Dataset_Of_animal_Images/Dog/train/images/Dog (1121).jpg,3
../Dataset_Of_animal_Images/Cat/train/images/Cat (196).jpg,0
../Dataset_Of_animal_Images/Dog/train/images/Dog (1010).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (1246).jpg,2
../Dataset_Of_animal_Images/Hen/train/images/HEN (1340).jpg,5
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (510).jpg,7
../Dataset_Of_animal_Images/Dog/train/images/Dog (1456).jpg,3
../Dataset_Of_animal_Images/Dog/train/images/Dog (150).jpg,3
../Dataset_Of_animal_Images/Dog/train/images/Dog (1669).jpg,3
../Dataset_Of_animal_Images/Deer/train/images/Deer (1000).jpg,2
../Dataset_Of_animal_Images/Goat/train/images/Goat (249).jpg,4
../Dataset_Of_animal_Images/Goat/train/images/Goat (578).jpg,4
../Dataset_Of_animal_Images/Sheep/train/images/Sheep (995).jpg,7
../Dataset_Of_animal_Images/Goat/train/images/Goat (313).jpg,4
